hospital_id,hospital_name,email,phone_number,address,number_of_doctors,number_of_beds,hospital_type,establishment_date,notes,average_rating,price_per_day,total_capacity,number_of_nurses,number_of_departments,is_emergency_available
658,شركة الرياض للتجارة,sw5uhwq6@outlook.com,+966 554351095,شارع العليا، القاهرة، 94402,952,1180,جامعي,2024-11-11,نظام موقع خطوة حالة موقع موافقة بيانات. موافقة فني موافقة توصيل فني.,4.85,1146,944,1106,46,لا
659,شركة التقنية المتقدمة,07hr9f5k@yahoo.com,+966 542618467,شارع العليا، الرياض، 48109,96,4570,خاص,2025-09-11,تسليم موافقة ملف ملف تقرير مالي. تقرير نجاح حالة موافقة نجاح فني.,1.4,520,3656,322,36,لا
660,مجموعة الفوزان,jmsvc6ot@outlook.com,+966 585519769,شارع التخصصي، مكة المكرمة، 28206,106,1568,جامعي,2021-08-28,حساب ملف شحن ملف تحديث. فني خطوة موافقة مستندات بيانات ملف مستندات ملف تحديث متابعة عمليات عميل.,1.38,4789,1254,1306,28,نعم
661,مجموعة الفوزان,6ig20btk@outlook.com,+966 587199132,شارع الملك عبد العزيز، الرياض، 56671,340,1363,حكومي,2021-07-19,موقع مراجعة شحن توصيل خطوة سائق مستندات تسليم معايير نظام فريق. بيانات مراجعة معالجة نشط عميل خطوة نظام مراجعة تأكيد عمليات. فني فريق موافقة معالجة شحن مراجعة نشط تحديث عمليات. موقع عميل تأكيد فاتورة ,2.3,1774,1090,2704,27,نعم
662,شركة الرياض للتجارة,9x71l4qd@solix-agent.ai,+966 512617123,شارع الملك عبد العزيز، مكة المكرمة، 48573,215,3956,جامعي,2018-11-04,حساب موقع نشط مستندات موقع معالجة سائق. ملف فني معايير توصيل دعم متابعة موافقة تقرير معالجة حساب معايير.,1.8,4923,3165,2729,31,نعم
663,مجموعة الفوزان,0dwnqpv9@gmail.com,+966 565544060,طريق الملك فهد، دبي، 37180,923,319,حكومي,2015-06-09,خطوة فاتورة خطوة مراجعة تسليم طلب حساب. سائق نجاح فريق دعم تسليم تحديث شحن. حساب نظام سائق موقع تقرير مستندات طلب نظام مالي.,4.63,2693,255,463,16,لا
664,مؤسسة الحلول الرقمية,20mzvfug@example.com,+966 518215828,طريق الملك فهد، الإسكندرية، 51243,219,2934,خاص,2018-12-02,فريق تأكيد عميل نشط تسليم ملف نشط فاتورة موافقة حساب نظام. موافقة موقع طلب خطوة فريق حساب. نجاح تسليم سائق مراجعة شحن فاتورة موافقة.,1.98,2099,2347,1227,6,نعم
665,شركة الرياض للتجارة,tayp60xv@outlook.com,+966 548656835,شارع الملك عبد العزيز، الدمام، 32538,750,1672,جامعي,2020-11-07,شحن مستندات حالة سائق موقع. سائق مالي تأكيد ملف عميل حساب تسليم شحن عمليات مراجعة تقرير دعم.,4.07,1808,1338,1688,43,نعم
666,مجموعة الفوزان,h77gnvly@gmail.com,+966 563752792,شارع جامعة الدول العربية، مكة المكرمة، 40755,921,3077,جامعي,2022-11-18,موافقة طلب حساب عميل نظام مراجعة نجاح نظام. ملف مستندات تسليم معايير تسليم تقرير ملف حالة عميل سائق خطوة. مستندات مستندات عمليات تقرير معايير نظام عمليات طلب توصيل تحديث حساب. معالجة تسليم نجاح معايير,4.46,1670,2462,1879,25,لا
667,شركة التقنية المتقدمة,belt4wk0@solix-agent.ai,+966 572524346,شارع جامعة الدول العربية، الدمام، 71867,142,3112,خاص,2019-06-27,موافقة خطوة موافقة تسليم فني مراجعة فريق مراجعة. مستندات عمليات موقع تحديث عميل تقرير حساب حساب فريق معايير موقع حساب. سائق فاتورة متابعة تقرير شحن.,1.55,3571,2490,1733,8,لا
668,شركة التقنية المتقدمة,xe36f913@yahoo.com,+966 577325052,شارع العليا، القاهرة، 57037,431,2357,خاص,2025-10-23,طلب مالي معايير تسليم طلب شحن بيانات فريق عمليات تأكيد. تأكيد نشط مستندات توصيل عمليات شحن تحديث فاتورة عميل. مراجعة عميل تأكيد معالجة نجاح حساب شحن مالي حساب موافقة شحن ملف.,3.1,4642,1886,1969,21,لا
669,شركة الرياض للتجارة,o2mbb6cn@yahoo.com,+966 576486553,شارع الملك عبد العزيز، الدمام، 94564,480,181,حكومي,2015-02-23,حساب تحديث نجاح عمليات مالي مستندات مستندات مراجعة عمليات فريق تسليم. خطوة متابعة نظام بيانات شحن معالجة مالي مستندات مستندات دعم. توصيل نشط طلب نجاح فاتورة نشط حساب عميل نشط فريق عميل.,3.0,3042,145,652,32,لا
670,شركة الرياض للتجارة,ovjqj62u@gmail.com,+966 555625157,شارع الملك عبد العزيز، القاهرة، 17178,983,1220,خاص,2022-08-06,تأكيد موقع حساب تحديث تقرير توصيل. تحديث شحن ملف مراجعة بيانات تحديث تحديث توصيل مراجعة. فني حالة عميل تحديث دعم حالة نظام طلب.,4.98,853,976,2598,5,نعم
671,شركة التقنية المتقدمة,5fe8lohl@outlook.com,+966 514522289,شارع العليا، القاهرة، 48546,789,1614,جامعي,2021-04-18,نشط ملف معالجة تسليم مراجعة نجاح فاتورة. فريق عمليات طلب ملف نشط طلب معالجة تأكيد ملف. موقع مراجعة معالجة عمليات خطوة معايير مالي خطوة دعم. مستندات شحن بيانات متابعة مراجعة.,4.05,2028,1291,2334,27,نعم
672,شركة التقنية المتقدمة,ufrctkfp@gmail.com,+966 586285927,طريق الملك فهد، الإسكندرية، 48711,824,4730,حكومي,2022-11-07,تحديث تقرير موقع حساب حساب خطوة طلب تقرير حالة بيانات موقع خطوة. مالي تقرير مالي نجاح بيانات بيانات حالة فريق معالجة.,4.26,2969,3784,98,44,نعم
673,شركة التقنية المتقدمة,6knca7gj@gmail.com,+966 534068050,شارع جامعة الدول العربية، الدمام، 78983,412,4157,جامعي,2022-01-15,معالجة متابعة بيانات سائق مراجعة فريق تأكيد تحديث نظام طلب فريق موافقة. مستندات مراجعة عميل متابعة عمليات فريق نجاح. دعم معالجة موافقة ملف تقرير طلب سائق مراجعة نظام عمليات. طلب طلب تأكيد نشط عميل نظا,2.69,1840,3326,1719,16,لا
674,مجموعة الفوزان,np5hnwu4@yahoo.com,+966 511503466,شارع الملك عبد العزيز، القاهرة، 59406,734,3280,خاص,2018-07-03,عميل عميل موقع موافقة حالة فريق متابعة تقرير دعم تسليم نجاح ملف. فريق مراجعة شحن طلب تقرير.,3.97,2456,2624,2089,9,نعم
675,مؤسسة الحلول الرقمية,cwmhn07l@datafactory.io,+966 511168442,شارع العليا، مكة المكرمة، 10698,125,2183,خاص,2022-07-12,فريق معالجة طلب مراجعة نظام خطوة دعم طلب موقع مراجعة. موافقة مستندات مراجعة نجاح فاتورة. مستندات مراجعة عمليات مستندات سائق فريق خطوة مالي معايير بيانات سائق. مستندات حالة فاتورة حساب تحديث مستندات تو,1.49,3554,1746,1905,22,نعم
676,شركة التقنية المتقدمة,z9iiftow@yahoo.com,+966 543117793,شارع جامعة الدول العربية، القاهرة، 94404,888,3947,خاص,2022-04-26,مستندات حالة مالي ملف سائق سائق سائق سائق نشط. مراجعة توصيل تحديث مالي مراجعة سائق تقرير عميل بيانات متابعة موافقة مراجعة. معالجة بيانات تقرير حساب ملف طلب عميل مالي طلب دعم. فريق معالجة عمليات نظام ع,4.54,2851,3158,767,30,لا
677,شركة التقنية المتقدمة,33n9alah@outlook.com,+966 548631956,شارع الملك عبد العزيز، القاهرة، 69829,759,2822,خاص,2018-11-16,سائق مراجعة مالي نظام نشط موافقة. تسليم طلب توصيل بيانات حساب دعم نجاح نجاح. نجاح فريق تسليم عميل نشط متابعة نجاح تسليم توصيل تأكيد موقع. موقع مالي نشط مراجعة مالي تأكيد سائق مراجعة معايير نظام.,3.86,1243,2258,468,14,لا
678,شركة الرياض للتجارة,9jw42riu@solix-agent.ai,+966 595799526,شارع جامعة الدول العربية، الدمام، 96534,553,4792,حكومي,2016-01-21,عمليات طلب مالي بيانات توصيل نظام متابعة موقع طلب تقرير موقع. تأكيد موقع متابعة معايير معالجة مالي. ملف نجاح تحديث موافقة نظام بيانات عميل مراجعة نشط خطوة فريق فاتورة. عميل معايير موافقة فريق مستندات ,3.29,1523,3834,1889,18,لا
679,مجموعة الفوزان,g95x2xz3@solix-agent.ai,+966 521195092,شارع التخصصي، دبي، 94665,361,70,حكومي,2017-10-14,معايير سائق حالة عميل مالي خطوة سائق توصيل فاتورة حساب طلب. تحديث ملف مراجعة عميل تسليم شحن توصيل حساب. تأكيد سائق موقع بيانات خطوة فريق تحديث معالجة. حالة متابعة معالجة معايير سائق توصيل.,2.42,2910,56,1837,20,لا
680,شركة الرياض للتجارة,iniilzx8@outlook.com,+966 587974521,شارع الملك عبد العزيز، القاهرة، 15791,305,1880,حكومي,2020-04-14,مالي طلب طلب خطوة سائق تقرير توصيل طلب نجاح حالة ملف موافقة. مراجعة تحديث عمليات مراجعة طلب حالة نجاح متابعة سائق نشط حساب. نجاح فني فاتورة سائق طلب تحديث عمليات فني بيانات موافقة موافقة معالجة. تقرير,2.25,2308,1504,2442,49,نعم
681,شركة التقنية المتقدمة,yoa8dfq5@solix-agent.ai,+966 504597100,شارع الملك عبد العزيز، الإسكندرية، 35289,949,2902,خاص,2018-08-03,موقع بيانات معالجة فني نظام مالي موافقة نظام. توصيل خطوة فاتورة مالي معالجة تقرير متابعة ملف نظام. تحديث طلب نجاح تحديث حالة موافقة دعم. تأكيد فني معايير ملف فني حالة.,4.54,1796,2322,1915,25,نعم
682,مؤسسة الحلول الرقمية,osiep23b@example.com,+966 584574184,شارع التخصصي، دبي، 39544,967,1205,خاص,2018-10-22,نجاح مستندات بيانات خطوة سائق. بيانات معايير شحن موقع طلب متابعة معايير متابعة. تأكيد حساب دعم ملف طلب حالة بيانات سائق حساب نجاح. نشط شحن عميل سائق موافقة تأكيد طلب دعم متابعة موقع خطوة.,4.93,4659,964,1784,48,لا
